5.95,6.27,8.74,74.1,9.55,31.44,9.53,2.35,7.48,4.59,1.42,12.19,13,0.48,1454,451,317,151,26,2,61,37,65,10,10,7,40,48,3,0,0,0,0,0,0
6.29,7.11,6.86,82.3,11.16,32.98,10.29,2.69,7.68,4.13,1.25,18.15,6.5,0.43,975,296,236,102,13,2,35,23,47,14,10,9,47,15,3,0,0,0,0,0,0
12.03,15.43,7.26,71.95,16.75,49.14,11.28,4.86,9.72,4.06,1.17,35.43,3.5,0.43,1008,290,248,107,7,2,34,16,68,22,7,11,37,26,1,0,0,0,0,0,0
7.72,9.88,7.81,80.2,11.94,38.44,9.97,3.57,9.1,4.24,1.22,22.71,10.5,0.52,2021,584,477,250,21,2,75,34,131,22,7,19,51,56,1,0,0,0,0,0,0
6.45,7.09,9.27,72.54,9.95,32.67,9.79,2.58,8.27,4.64,1.43,13.31,13,0.5,1606,494,346,173,26,2,67,40,87,9,9,21,43,35,3,0,0,0,0,0,0
8.33,8.96,9.98,64.97,12.21,40.69,11.33,4,9.27,4.69,1.48,16.62,8,0.58,1247,393,266,154,16,2,64,37,81,7,4,15,36,33,2,0,0,0,0,0,0
9.34,12.34,12.88,62.1,13.5,45.8,12.17,5.1,8.14,5.14,1.48,19.1,5,0.35,982,283,191,67,10,2,51,28,43,7,5,9,11,29,4,0,0,0,0,0,0
7.37,7.99,8.13,73.97,11.8,39.59,10.9,3.88,8.7,4.35,1.36,17.84,12.5,0.42,1941,605,446,187,25,2,97,52,118,31,15,19,46,52,6,0,0,0,0,0,0
6,7.22,7.92,81.24,10.76,31.28,10.18,2.44,8.34,4.34,1.29,16.4,12.5,0.44,1780,528,410,179,25,2,61,43,101,6,11,18,45,52,3,0,0,0,0,0,0
6.81,7.1,7.24,77.27,10.14,33.28,9.44,2.76,7.69,4.21,1.32,17.43,10.5,0.51,1540,484,366,188,21,2,58,29,74,19,7,19,39,49,2,0,0,0,0,0,0
5.58,6.59,8.11,80.83,10.34,34.65,10.03,2.92,8.54,4.41,1.32,14.46,18.5,0.5,2362,704,535,266,37,2,108,61,142,18,12,17,63,70,8,1,0,0,0,0,0
7,7.96,8.56,75.08,11.62,40.84,10.84,4.05,9.18,4.44,1.35,16.95,10,0.45,1505,459,339,154,20,2,81,41,101,13,5,13,43,36,6,0,0,0,0,0,0
4.45,6.07,7.2,89.88,9.36,30.56,9.15,2.33,7.93,4.25,1.2,15,13.5,0.47,1720,487,405,191,27,2,63,34,91,24,8,15,44,48,0,0,0,0,0,0,0
8.28,9.17,8.78,70.16,12.53,39.21,11.34,3.84,8.24,4.44,1.38,19.37,9.5,0.48,1634,509,368,178,19,2,73,44,85,11,2,15,52,42,3,0,0,0,0,0,0
4.78,5.12,5.98,87.62,9.62,29.51,9.37,2.18,7.62,4.04,1.23,15.06,17,0.48,2068,629,512,244,34,2,74,46,105,21,13,21,69,66,5,0,0,0,0,0,0
5.95,6.98,7.16,83.19,10.63,34.43,9.94,2.96,8.51,4.2,1.25,17.29,14,0.49,2031,607,484,239,28,2,83,45,123,11,8,21,77,37,3,0,0,0,0,0,0
6.01,6.45,7,81.05,10.47,34.92,9.94,3.04,8.14,4.19,1.29,16.32,14,0.46,1913,590,457,210,28,2,85,45,107,16,17,14,71,50,2,0,0,0,0,0,0
6.51,9.49,9.14,83.04,11.55,39.44,10.42,3.89,9,4.5,1.23,19.44,18,0.46,3150,861,700,319,36,2,140,66,195,25,12,42,66,97,3,0,0,0,0,0,0
8.7,9.2,8.69,67.66,12.79,39.03,11.53,3.81,8.36,4.42,1.41,19.62,13,0.46,2255,719,510,236,26,2,99,63,121,16,14,23,56,77,11,0,0,0,0,0,0
3.54,3.55,5.43,91.06,8.6,25.19,8.85,1.58,6.97,4.03,1.22,12,18,0.42,1741,529,432,181,36,2,57,41,75,17,8,14,55,57,1,0,0,0,0,0,0
4.4,4.64,5.28,90.71,8.82,28.6,8.57,2.04,7.76,3.92,1.19,15.25,14,0.49,1672,508,427,208,28,2,57,29,91,16,8,24,55,69,2,0,0,0,0,0,0
5.38,6.64,9.39,77.4,9.81,35.6,9.71,2.8,9.33,4.71,1.39,11.73,15,0.52,1659,489,352,184,30,2,84,45,114,16,7,9,34,36,8,0,0,0,0,0,0
7.08,8.31,7.76,78.62,11.59,36.19,10.49,3.26,8.33,4.27,1.28,19.26,11.5,0.44,1891,569,443,193,23,2,75,43,105,15,11,20,64,60,3,0,0,0,0,0,0
6.31,5.82,7.92,72.65,10.05,32.33,9.88,2.5,8.4,4.43,1.43,12.81,13,0.5,1474,477,333,165,26,2,65,41,87,17,14,5,41,37,4,0,0,0,0,0,0
3.86,4.94,7.6,86.83,8.54,27.71,8.85,1.83,8.12,4.44,1.29,10.92,18,0.45,1745,506,393,177,36,2,66,41,98,12,7,5,45,70,8,0,0,0,0,0,0
8.41,10.64,9.29,73.53,13.37,40.5,11.73,4.08,8.73,4.5,1.31,21.77,6.5,0.59,1273,372,283,168,13,2,53,33,72,16,6,10,27,40,2,0,0,0,0,0,0
3.59,4.75,5.82,95.03,8.41,24.66,8.35,1.48,8.26,4.03,1.15,14.43,10.5,0.52,1220,348,303,159,21,2,31,20,75,7,8,14,48,24,1,0,0,0,0,0,0
5.9,7.54,8.31,81.99,11.16,35.86,10.52,3.19,8.89,4.41,1.28,16.42,13,0.5,1882,546,427,215,26,2,83,49,120,12,17,14,49,53,7,0,0,0,0,0,0
5.98,7.46,7.83,82.72,10.31,32.48,9.67,2.63,8.41,4.31,1.26,17.15,13.5,0.4,1997,584,463,187,27,2,71,40,115,21,10,9,76,53,1,0,0,0,0,0,0
8.82,9.18,8.5,67.33,12.82,37.07,11.51,3.42,8.85,4.38,1.41,19.92,6,0.59,1048,337,239,140,12,2,41,29,64,8,0,11,26,26,3,0,0,0,0,0,0
5.63,7.06,7,86.38,9.94,31.39,9.14,2.42,7.81,4.16,1.21,17.77,15.5,0.45,2293,667,551,246,31,2,75,39,115,24,12,26,83,66,0,0,0,0,0,0,0
6.36,8.2,9.22,78.41,11.07,38.01,10.46,3.54,8.71,4.56,1.32,16.25,14,0.53,2077,602,455,241,28,2,99,52,123,16,5,13,45,69,8,0,0,0,0,0,0
6.74,7.77,9.21,73.85,10.18,35.17,9.83,3.04,8.43,4.58,1.39,15.22,13.5,0.49,1884,571,411,201,27,2,82,42,105,25,4,17,33,52,3,0,0,0,0,0,0
3.45,4.98,6.27,95.48,8.06,26.97,8.06,1.81,7.2,4.11,1.15,14.11,13.5,0.49,1566,437,381,187,27,2,49,23,69,14,4,12,53,59,0,0,0,0,0,0,0
6.78,9.17,9.61,78.21,11.2,38.18,10.38,3.63,9.19,4.6,1.31,17.84,21.5,0.43,3531,1002,767,327,43,2,156,78,227,23,17,27,83,103,12,0,0,0,0,0,0
5.73,6.05,8.75,74.53,9.24,32.18,9.32,2.38,8.45,4.61,1.43,11.52,10.5,0.6,1116,345,242,146,21,2,50,28,65,6,10,13,15,27,5,0,0,0,0,0,0
4.39,5.27,6.89,87.66,9.35,28.56,9.32,2.03,7.89,4.23,1.25,13.53,15,0.51,1718,506,406,207,30,2,61,40,92,19,10,15,50,55,2,0,0,0,0,0,0
4.22,5.29,7.38,87.07,9.23,29.36,9.3,2.11,9.35,4.35,1.27,12.5,14,0.58,1521,443,350,202,28,2,59,37,113,8,7,0,40,45,1,0,0,0,0,0,0
6.26,7.3,9.05,75.8,10.56,33.98,10.2,2.82,9.4,4.58,1.38,14.36,11,0.51,1446,435,316,161,22,2,62,38,101,7,5,15,27,34,4,0,0,0,0,0,0
7.34,8.36,9.48,71.18,12.45,37.33,11.52,3.42,9.33,4.61,1.41,16.13,7.75,0.49,2306,705,500,245,31,4,106,75,155,17,7,28,48,68,16,0,0,0,0,0,0
6.31,7.91,7.3,83.99,11.19,33.63,10.11,2.77,8.09,4.19,1.22,19.2,17.5,0.39,2816,821,672,263,35,2,97,59,149,20,12,30,89,81,10,0,0,0,0,0,0
6.29,6.71,6.58,81.58,11.42,33.24,10.58,2.75,8.59,4.09,1.27,17.75,6,0.54,871,270,213,114,12,2,33,23,55,6,9,6,22,27,0,0,0,0,0,0,0
7.58,9.72,9.12,76.34,11.9,40.5,10.65,4.1,9.21,4.49,1.3,20,10,0.55,1796,521,400,219,20,2,82,39,116,13,9,24,43,60,5,0,0,0,0,0,0
6.9,7.43,6.46,80.54,11.28,31.96,10.11,2.42,7.32,4.04,1.26,19.63,9.5,0.43,1508,469,373,162,19,2,46,32,64,18,9,13,65,36,4,1,0,0,0,0,0
4.67,4.6,7.57,78.98,6.94,27.96,7.71,1.78,8.85,4.49,1.39,9.78,13.5,0.49,1185,368,264,129,27,2,48,20,79,2,5,9,46,34,6,1,0,0,0,0,0
9.25,10.89,7.86,72.99,14.41,39.82,12.13,3.72,8.51,4.23,1.28,24.83,9,0.33,1889,574,447,146,18,2,67,50,103,16,12,17,47,52,1,0,0,0,0,0,0
5.33,5.96,6.64,85.02,9.85,30.11,9.46,2.26,7.54,4.13,1.25,15.83,7.67,0.52,1505,455,364,188,23,3,52,32,72,11,9,12,56,47,1,0,0,0,0,0,0
4.84,6.83,8.7,85.02,9.72,33.23,9.59,2.68,8.95,4.53,1.27,13.84,19,0.46,2383,670,526,242,38,2,102,55,154,24,5,22,44,63,7,0,0,0,0,0,0
6.51,8.44,9.22,78.4,12.1,36.95,11.23,3.39,9.67,4.55,1.32,16.84,15.5,0.49,2377,687,522,254,31,2,105,70,172,13,11,20,64,54,2,0,0,0,0,0,0
3.47,3.97,5.9,91.83,7.62,26.61,8.01,1.76,6.84,4.1,1.21,12.14,18.5,0.38,1843,545,449,171,37,2,65,31,74,23,18,15,48,54,0,0,0,0,0,0,1
4.87,6.11,7.91,84.37,9.02,31.5,9.04,2.43,8.5,4.4,1.28,13.61,11.5,0.5,1378,402,313,157,23,2,56,28,83,16,2,18,42,35,1,0,0,0,0,0,0
3.17,3.74,6.15,91.47,8.11,26.91,8.54,1.74,8.19,4.2,1.23,10.76,21,0.52,1899,558,452,237,42,2,73,43,115,18,17,11,68,60,2,0,0,0,0,0,0
7.24,8.96,9.86,73.19,11.92,40.31,11.09,3.95,8.69,4.66,1.38,16.86,11,0.56,1730,511,371,208,22,2,87,48,99,15,8,21,42,33,7,0,0,0,0,0,0
6.07,6.06,7.01,78.91,10.7,34.66,10.25,2.96,8.44,4.21,1.33,15.36,14,0.5,1809,571,430,213,28,2,83,49,110,20,6,11,53,51,5,0,0,0,0,0,0
9.44,10.71,8.69,68.31,13.87,40.66,11.98,4.06,8.64,4.38,1.36,23,8,0.55,1613,501,368,202,16,2,65,43,90,13,10,8,35,48,4,0,0,0,0,0,0
4.29,5.26,5.98,91.74,9.22,28.01,8.94,1.94,8.26,4.03,1.18,15.41,8.5,0.49,1056,308,262,129,17,2,33,20,64,12,9,9,36,23,0,0,0,0,0,0,0
12.48,15.79,9.61,63.05,16.62,51.37,12.49,6.17,9.19,4.48,1.31,32.25,6,0.54,1733,508,387,208,12,2,74,36,97,11,12,16,43,53,5,0,0,0,0,0,0
6.2,7.13,8,79.16,11.2,35.99,10.59,3.2,8.53,4.36,1.32,16.04,12.5,0.41,1749,528,401,166,25,2,80,48,104,25,6,13,37,33,3,0,0,0,0,0,0
7.82,8.7,10.67,64.99,11.94,41.38,11.17,3.91,9.97,4.85,1.5,14.59,11,0.51,1556,482,321,165,22,2,86,49,114,6,2,8,49,47,10,0,0,0,0,0,0
7.71,9.57,8.47,76.93,12.85,37.4,11.4,3.45,7.89,4.37,1.29,20.85,10,0.44,1822,536,417,185,20,2,69,47,85,18,18,17,56,51,10,0,0,0,0,0,0
9.57,11.38,8.77,69.72,13.77,39.81,11.59,3.77,8.39,4.39,1.33,24.31,6.5,0.5,1386,420,316,159,13,2,49,32,71,13,9,13,41,47,1,0,0,0,0,0,0
8.26,10.41,8.02,77.68,13.23,41.85,11.22,4.31,8.67,4.27,1.24,23.5,8,0.53,1604,468,376,198,16,2,69,36,92,15,8,18,49,52,3,0,0,0,0,0,0
12.64,17.37,8.34,71.53,17.19,53.89,10.75,6.11,10.12,4.24,1.15,37.67,4.5,0.41,1437,389,339,138,9,2,55,18,99,5,13,13,58,46,1,0,0,0,0,0,0
5.61,6.76,7.66,83,10.71,33.94,10.21,2.87,8.88,4.31,1.27,15.8,7.5,0.57,1021,302,237,134,15,2,43,26,67,1,6,7,36,21,3,0,0,0,0,0,0
6.48,7.5,8.02,78.66,12.55,36.3,11.56,3.28,8.11,4.35,1.31,16.89,9,0.54,1322,399,304,164,18,2,59,44,70,12,8,12,45,26,2,0,0,0,0,0,0
8.68,10.83,7.83,76.95,14.59,42.12,12.33,4.3,9.07,4.22,1.24,24.75,10,0.49,2090,613,495,244,20,2,86,58,132,16,9,17,41,64,1,0,0,0,0,0,0
2.83,2.58,4.72,93.88,7.22,24.05,7.86,1.43,6.9,3.96,1.21,10.71,7,0.63,594,181,150,94,14,2,20,11,26,5,6,7,15,22,0,0,0,0,0,0,0
6.52,8.06,8.26,79.94,10.86,34.38,10.07,2.95,8.62,4.38,1.29,17.76,10.5,0.46,1632,480,373,172,21,2,62,35,97,24,5,15,48,51,6,0,0,0,0,0,0
9.75,12.24,9.94,68.2,14.86,44.26,12.71,4.86,8.66,4.59,1.35,24.14,3.5,0.67,775,228,169,114,7,2,34,22,41,5,3,11,20,24,2,0,0,0,0,0,0
8.6,8.77,10.57,60.15,12.36,39.1,11.46,3.62,11.51,4.82,1.55,15,6.5,0.71,940,303,195,138,13,2,47,31,88,4,6,12,15,15,2,0,0,1,0,0,0
5.09,5.14,5.07,88.7,9.24,26.86,8.6,1.68,7.36,3.85,1.19,16.91,11,0.53,1431,444,372,198,22,2,37,23,68,15,11,26,52,51,0,0,0,0,0,0,0
11.3,13.06,11.47,55.46,16.11,49.24,13.89,6.04,10.16,4.85,1.51,23.26,11.5,0.5,2597,808,535,266,23,2,139,91,182,16,6,11,45,71,14,0,0,0,0,0,0
5.52,6.39,9.38,75.11,10,31.39,9.8,2.24,8.33,4.74,1.43,11,18.5,0.52,1929,580,407,211,37,2,83,57,107,8,9,14,46,50,10,0,0,0,0,0,0
5.19,5.99,7.53,82.98,8.78,30.52,8.76,2.32,7.69,4.32,1.29,14.11,9.5,0.53,1159,347,268,142,19,2,44,21,57,13,13,10,29,32,3,0,0,0,0,0,0
12.13,13.97,6.3,68.65,16.74,43.8,11.94,3.33,9.35,3.91,1.23,34,3,0.6,797,250,204,122,6,2,20,16,52,10,7,12,31,16,1,0,0,0,0,0,0
3.18,4.84,7.14,93.21,8.42,29.84,8.73,2.12,8.84,4.33,1.2,11.75,16,0.44,1628,452,376,164,32,2,68,35,110,14,11,17,49,36,1,0,0,0,0,0,0
6.86,8.96,9.18,78.18,10.99,35.95,10.13,3.23,8.92,4.53,1.3,18.15,13,0.46,2136,615,472,218,26,2,84,44,131,32,6,22,48,47,10,0,0,0,0,0,0
7.3,8.19,7.1,78.7,11.45,36.29,10.14,3.25,7.57,4.14,1.27,20.2,10,0.44,1674,514,404,177,20,2,65,34,75,16,8,13,66,49,1,0,0,0,0,0,0
5.04,6.03,6.85,86.68,9.73,30.46,9.4,2.32,7.08,4.17,1.23,15.59,11,0.47,1432,423,343,162,22,2,51,30,58,23,6,15,53,31,0,0,0,0,0,0,0
7.83,9.92,8.07,78.73,12.28,37.56,10.48,3.4,8.75,4.29,1.25,22.33,15,0.49,2871,835,670,328,30,2,102,56,170,29,16,14,71,92,9,0,0,0,0,0,0
4.25,4.67,6.77,86.21,7.71,25.87,8.1,1.67,7.27,4.25,1.28,12.13,7.5,0.55,774,233,182,100,15,2,25,13,35,9,13,7,30,25,1,0,0,0,0,0,0
4.37,5.26,5.22,93.82,8.65,26.66,7.9,1.65,6.81,3.87,1.13,16.9,10,0.36,1309,383,338,122,20,2,33,16,50,18,19,9,38,38,0,0,0,0,0,0,0
8.07,8.9,10.53,64.63,13.85,39.82,12.42,3.76,8.67,4.81,1.5,15.4,8.33,0.5,1850,576,385,191,25,3,94,74,104,28,8,17,38,40,4,0,0,0,0,0,0
6.41,7.03,7.55,78.81,9.33,30,8.77,2.22,7.83,4.27,1.31,16.67,4.5,0.64,641,197,150,96,9,2,20,10,32,6,3,6,17,23,0,0,0,0,0,0,0
5.67,6.2,7.28,81.43,10.32,32.38,9.95,2.61,8.26,4.26,1.3,15.17,9,0.49,1162,355,273,135,18,2,47,29,67,14,5,13,36,30,0,0,0,0,0,0,0
9.36,11.75,8.14,74.65,13.38,40.32,10.55,3.7,7.95,4.26,1.25,26.2,5,0.59,1117,327,262,154,10,2,37,19,50,11,10,9,38,29,5,0,0,0,0,0,0
4.83,6.6,7.14,89.72,10.13,31.41,9.62,2.46,8.56,4.21,1.19,16.42,13,0.47,1797,507,427,199,26,2,64,38,111,16,13,13,47,49,9,0,0,0,0,0,0
5.41,5.81,8.58,76.21,9.7,32.72,9.62,2.41,8.85,4.59,1.41,11.21,19.5,0.46,2008,616,437,203,39,2,94,57,129,14,13,16,22,55,10,1,0,0,0,0,0
6.46,7.97,8.06,80.64,11.05,35.87,10.22,3.22,7.82,4.34,1.28,17.91,11.5,0.41,1788,526,412,167,23,2,74,40,86,10,22,26,30,53,0,0,0,0,0,0,0
7.66,8.76,8.94,72.42,11.74,40.01,10.81,3.97,8.63,4.49,1.37,18.13,15,0.43,2440,746,544,232,30,2,119,61,141,21,16,31,54,68,3,0,0,0,0,0,0
6.72,9.36,8.26,83.79,13.17,37.23,11.71,3.42,8.95,4.34,1.21,20.74,9.5,0.41,1708,475,394,162,19,2,65,48,107,8,7,12,62,43,4,0,0,0,0,0,0
7.93,9.47,7.1,79.26,11.89,36.36,9.78,3.07,7.56,4.11,1.23,23.07,7.5,0.49,1423,426,346,171,15,2,46,23,61,12,13,19,42,42,2,0,0,0,0,0,0
7.44,7.97,7.92,74.1,11.15,34.42,10.27,2.95,8.71,4.31,1.35,18.19,10.5,0.46,1647,516,382,174,21,2,62,37,101,7,18,18,42,44,2,0,0,0,0,0,0
7.02,8.58,7.15,82.12,9.99,29.73,8,1.83,7.69,4.14,1.22,21,3,0.58,522,154,126,73,6,2,11,5,24,6,4,6,12,11,0,0,0,0,0,0,0
5.18,5.76,6.26,86.63,9.28,31.18,8.86,2.43,7.24,4.07,1.23,16.1,10.5,0.46,1374,415,338,157,21,2,51,24,60,12,7,18,37,52,1,0,0,0,0,0,0
6.45,8.57,6.87,87.05,11.07,33.89,9.32,2.67,8.04,4.09,1.16,21.47,7.5,0.49,1317,373,322,159,15,2,40,20,68,15,9,14,41,32,3,0,0,0,0,0,0
6.89,7.49,9.45,70.61,10.65,35.98,10.29,3.08,8.8,4.65,1.44,14,13,0.54,1694,525,364,198,26,2,80,46,103,12,4,10,44,44,9,0,0,0,0,0,0
6.97,8.16,6.67,82.36,11.03,33.59,9.46,2.65,8.22,4.06,1.22,20.91,11.5,0.4,1954,587,481,191,23,2,61,32,108,11,7,34,67,73,4,0,0,0,0,0,0
3,3.95,6.39,92.86,8.57,26.04,8.87,1.65,8.34,4.24,1.22,10.82,17,0.5,1560,448,368,185,34,2,56,39,97,5,7,13,48,47,2,0,0,0,0,0,0
4.94,5.53,8.33,79.05,9.55,30.2,9.51,2.1,7.92,4.57,1.38,10.9,14.5,0.57,1443,436,316,180,29,2,61,41,75,29,8,10,19,31,3,0,0,0,0,0,0
8.18,8.95,10.38,64.61,12.07,38.23,11.26,3.55,8.73,4.77,1.49,15.82,11,0.53,1660,519,348,184,22,2,78,50,95,16,11,15,14,47,5,0,0,0,0,0,0
8.12,9.64,9.08,72.28,12.9,41.83,11.58,4.36,9.17,4.48,1.35,19.91,5.5,0.64,982,296,219,140,11,2,48,27,63,7,3,5,27,27,2,0,0,0,0,0,0
7.46,8.4,9.09,71.86,11.91,36.27,11.07,3.28,8.74,4.53,1.39,17,14.5,0.47,2233,686,493,230,29,2,95,63,133,14,4,14,48,77,6,0,0,0,0,0,0
6.14,6.3,7.63,77.21,9.84,33.26,9.61,2.73,7.64,4.33,1.36,14.68,11,0.45,1398,438,323,146,22,2,60,32,67,21,10,19,22,48,0,0,0,0,0,0,0
5.1,6.5,7.08,87.53,9.44,31.26,8.97,2.44,8.14,4.2,1.21,16.31,8,0.53,1096,317,261,139,16,2,39,19,61,14,8,14,34,20,0,0,0,0,0,0,0
5.83,5.5,6.84,78.67,9.32,30.55,9.22,2.32,7.56,4.2,1.34,14.26,15.5,0.41,1858,594,442,183,31,2,72,40,90,26,16,10,43,64,5,0,0,0,0,0,0
5.83,8.02,7.94,85.81,11.16,36.77,10.26,3.38,8.48,4.31,1.21,18.28,14.5,0.44,2286,642,530,235,29,2,98,51,132,9,14,30,75,76,3,0,0,0,0,0,0
4.76,6.72,5.65,95.66,9.34,26.87,7.74,1.44,7.64,3.91,1.08,19.5,8,0.49,1219,337,312,152,16,2,23,12,60,15,14,13,41,37,0,0,0,0,0,0,0
5.33,7.58,5.64,95.08,10.95,35.01,9.18,2.91,8.58,3.88,1.06,21.45,5.5,0.52,916,251,236,122,11,2,32,14,58,6,5,4,35,25,0,0,0,0,0,0,0
2.67,3.35,4.7,99.25,9.82,24.55,9.71,1.5,8.02,3.87,1.11,13.1,5,0.56,507,146,131,73,10,2,15,15,31,6,7,6,21,17,1,0,0,0,0,0,0
7.92,11.6,8.89,82.08,12.82,39.5,10.42,3.67,9.41,4.4,1.18,24.58,6,0.52,1299,348,295,152,12,2,44,22,85,19,9,15,23,36,1,0,0,0,0,0,0
3.5,4.53,6.6,91.56,8.49,24.28,8.76,1.47,6.98,4.23,1.22,12.11,9.5,0.55,972,280,230,126,19,2,28,21,40,14,5,10,33,30,3,0,0,0,0,0,0
11.73,14.3,9.24,63.96,16.61,50.97,13.25,6.31,9.26,4.43,1.33,29.75,8,0.5,2108,634,476,237,16,2,101,56,125,20,15,20,50,65,2,0,0,0,0,0,0
4.63,5.35,6.59,87.5,9.6,27.75,9.45,1.92,7.22,4.16,1.24,14.38,13,0.42,1555,463,374,156,26,2,50,36,68,18,7,14,70,46,3,0,0,0,0,0,0
8.38,9.43,9.28,68.93,13.81,38.21,12.41,3.65,8.81,4.53,1.4,19.05,10,0.36,1726,534,381,138,20,2,73,59,102,10,4,10,31,47,4,0,0,0,0,0,0
7.21,8.32,9.51,71.89,11.9,37.25,11.12,3.4,8.97,4.62,1.4,16,10,0.52,1478,449,320,165,20,2,68,44,92,16,4,10,31,42,5,0,0,0,0,0,0
5.36,5.45,6.54,82.95,9.81,31.56,9.57,2.48,7.71,4.14,1.29,14.76,12.5,0.53,1528,475,369,196,25,2,62,36,78,17,11,14,49,43,4,0,0,0,0,0,0
5.14,5.93,7.2,84.25,8.36,30.29,8.24,2.29,8.23,4.26,1.27,14.62,12,0.47,1494,447,351,164,24,2,55,22,86,8,8,17,37,62,2,0,0,0,0,0,0
8.25,9.99,7.46,77.9,12.82,37.62,10.75,3.31,8.83,4.17,1.24,23.56,8,0.51,1572,468,377,193,16,2,53,32,96,15,2,18,56,35,0,0,0,0,0,0,0
6.26,7.65,8.3,79.96,10.87,32.95,10.25,2.71,8.65,4.4,1.3,16.71,14,0.55,2059,608,468,256,28,2,76,49,124,21,12,8,47,67,8,0,0,0,0,0,0
5.04,5.74,6.23,87.64,10.1,28.85,9.65,2.05,8.25,4.06,1.22,16.11,9.5,0.5,1242,372,306,154,19,2,39,28,74,6,6,15,35,36,1,0,0,0,0,0,0
22.29,30.05,7.44,51.05,28.05,74.74,13,6.33,10.75,4.03,1.06,65,1.5,0.59,786,207,195,116,3,2,19,10,48,11,5,8,25,20,1,0,0,0,0,0,0
5.94,7.07,6.74,85.03,9.89,30.67,8.94,2.26,7.41,4.11,1.22,18.29,17,0.47,2556,759,622,295,34,2,77,40,113,29,14,33,79,79,1,0,0,0,0,0,0
4.02,5.57,6.07,94.72,9.9,33.08,9.48,2.73,7.13,4.03,1.13,16,7.5,0.4,968,272,240,95,15,2,41,21,41,3,15,7,46,25,0,0,0,0,0,0,0
4.16,6.08,8,88.96,9,36.67,9.06,3.11,8.11,4.42,1.23,13.33,4.5,0.71,531,148,120,85,9,2,28,11,29,7,3,5,11,15,0,0,0,0,0,0,0
4.81,7.91,7.73,93.39,9.43,34.71,8.33,3,9.06,4.27,1.12,18.42,9.5,0.58,1496,392,350,203,19,2,57,18,100,14,10,14,39,44,4,0,0,0,0,0,0
8.47,9.25,11.54,59.68,11.95,43.94,11.17,4.23,10.35,5,1.57,14.23,11,0.61,1566,491,313,190,22,2,93,49,119,3,7,12,35,44,16,0,0,0,0,0,0
7.39,8.26,8.23,74.65,12.58,39.17,11.5,3.82,8.31,4.36,1.34,18.27,11,0.42,1754,540,402,170,22,2,84,53,96,22,10,5,43,48,5,0,0,0,0,0,0
12.56,15.3,7.47,67.01,16.64,49.44,11.42,5.09,8.79,4.1,1.23,34.82,5.5,0.54,1571,473,383,205,11,2,56,26,83,6,7,15,54,48,1,0,0,0,0,0,0
